input,label
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0034.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0035.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0036.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0037.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0038.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0039.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0040.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0041.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0042.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0043.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0044.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0045.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0046.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0047.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0048.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0049.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0050.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0051.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0052.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0053.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0054.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0055.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0056.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0057.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0058.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0059.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0060.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0061.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0062.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0063.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0064.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0065.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0066.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0067.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0068.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0069.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0070.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0071.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0072.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0073.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0074.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0075.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0076.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0077.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0078.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0079.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0080.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0081.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0082.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0083.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0084.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0085.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0086.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0087.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0088.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0089.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0090.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0091.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0092.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0093.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0094.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0095.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0096.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0097.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0098.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0099.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0100.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0101.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0102.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0103.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0104.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0105.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0106.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0107.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0108.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0109.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0110.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0111.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0112.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0113.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0114.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0115.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0116.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0117.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0118.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0119.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0120.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0121.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0122.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0123.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0124.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0125.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0126.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0127.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0128.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0129.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0130.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0131.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0132.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0133.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0134.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0135.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0136.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0137.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0138.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0139.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0140.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0141.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0142.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0143.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0144.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0145.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0146.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0147.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0148.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0149.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0150.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0151.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0152.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0153.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0154.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0155.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0156.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0157.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0158.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0159.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0160.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0161.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0162.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0163.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0164.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0165.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0166.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0167.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0168.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0169.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0170.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0171.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0172.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0173.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0174.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0175.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0176.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0177.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0178.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0179.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0180.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0181.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0182.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0183.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0184.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0185.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0186.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0187.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0188.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0189.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0190.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0191.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0192.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0193.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0194.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0195.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0196.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0197.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0198.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0199.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0200.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0201.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0202.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0203.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0204.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0205.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0206.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0207.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0208.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0209.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0210.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0211.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0212.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0213.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0214.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0215.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0216.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0217.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0218.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0219.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0220.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0221.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0222.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0223.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0224.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0225.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0226.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0227.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0228.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0229.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0230.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0231.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0232.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0233.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0234.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0235.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0236.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0237.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0238.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0239.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0240.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0241.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0242.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0243.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0244.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0245.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0246.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0247.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0248.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0249.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0250.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0251.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0252.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0253.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0254.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0255.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0256.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0257.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0258.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0259.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0260.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0261.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0262.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0263.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0264.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0265.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0266.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0267.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0268.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0269.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0270.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0271.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0272.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0273.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0274.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0275.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0276.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0277.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0278.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0279.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0280.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0281.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0282.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0283.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0284.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0285.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0286.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0287.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0288.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0289.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0290.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0291.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0292.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0293.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0294.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0295.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0296.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0297.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0298.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0299.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0300.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0301.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0302.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0303.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0304.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0305.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0306.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0307.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0308.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0309.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0310.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0311.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0312.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0313.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0314.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0315.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0316.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0317.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0318.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0319.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0320.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0321.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0322.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0323.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0324.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0325.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0326.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0327.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0328.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0329.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0330.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0331.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0332.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0333.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0334.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0335.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0336.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0337.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0338.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0339.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0340.png,126.8227109
/home/nthom/Documents/fracture/data_224x168/R1/r-1-f-0341.png,126.8227109
